155	7.725	0	0
156	7.775	0	0
157	7.825	0	0
158	7.875	0	0
159	7.925	0	0
160	7.975	0	0
161	8.025	0	0
162	8.075	0	0
163	8.125	0	0
164	8.175	0	0
165	8.225	0	0
166	8.275	0	0
167	8.325	0	0
168	8.375	0	0
169	8.425	0	0
170	8.475	0	0
171	8.525	0	0
172	8.575	0	0
173	8.625	0	0
174	8.675	0	0
175	8.725	0	0
176	8.775	0	0
177	8.825	0	0
178	8.875	0	0
179	8.925	0	0
180	8.975	0	0
181	9.025	0	0
182	9.075	0	0
183	9.125	0	0
184	9.175	0	0
185	9.225	0	0
186	9.275	0	0
187	9.325	0	0
188	9.375	0	0
189	9.425	0	0
190	9.475	0	0
191	9.525	0	0
192	9.575	0	0
193	9.625	0	0
194	9.675	0	0
195	9.725	0	0
196	9.775	0	0
197	9.825	0	0
198	9.875	0	0
199	9.925	0	0
200	9.975	0	0
